Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	H_1975_1 Spectral Count	H_1975_2 Spectral Count	H_1975_3 Spectral Count	NCI_3784Mel_1 Spectral Count	NCI_3784Mel_2 Spectral Count	NCI_3784Mel_3 Spectral Count	NCI_3784Mel_4 Spectral Count	NCI_3784Mel_5 Spectral Count	NCI_3795Mel_1 Spectral Count	NCI_3795Mel_2 Spectral Count	NCI_3795Mel_3 Spectral Count	NCI_3795Mel_4 Spectral Count	NCI_3795Mel_5 Spectral Count	NCI_RA007_1 Spectral Count	NCI_RA007_2 Spectral Count	NCI_RA007_3 Spectral Count	NCI_RA007_4 Spectral Count	NCI_RA007_5 Spectral Count	PC9_epitope_1 Spectral Count	PC9_epitope_2 Spectral Count	PC9_epitope_4 Spectral Count	PC9_epitope_5 Spectral Count	H_1975_1 Unique Spectral Count	H_1975_2 Unique Spectral Count	H_1975_3 Unique Spectral Count	NCI_3784Mel_1 Unique Spectral Count	NCI_3784Mel_2 Unique Spectral Count	NCI_3784Mel_3 Unique Spectral Count	NCI_3784Mel_4 Unique Spectral Count	NCI_3784Mel_5 Unique Spectral Count	NCI_3795Mel_1 Unique Spectral Count	NCI_3795Mel_2 Unique Spectral Count	NCI_3795Mel_3 Unique Spectral Count	NCI_3795Mel_4 Unique Spectral Count	NCI_3795Mel_5 Unique Spectral Count	NCI_RA007_1 Unique Spectral Count	NCI_RA007_2 Unique Spectral Count	NCI_RA007_3 Unique Spectral Count	NCI_RA007_4 Unique Spectral Count	NCI_RA007_5 Unique Spectral Count	PC9_epitope_1 Unique Spectral Count	PC9_epitope_2 Unique Spectral Count	PC9_epitope_4 Unique Spectral Count	PC9_epitope_5 Unique Spectral Count	H_1975_1 Total Spectral Count	H_1975_2 Total Spectral Count	H_1975_3 Total Spectral Count	NCI_3784Mel_1 Total Spectral Count	NCI_3784Mel_2 Total Spectral Count	NCI_3784Mel_3 Total Spectral Count	NCI_3784Mel_4 Total Spectral Count	NCI_3784Mel_5 Total Spectral Count	NCI_3795Mel_1 Total Spectral Count	NCI_3795Mel_2 Total Spectral Count	NCI_3795Mel_3 Total Spectral Count	NCI_3795Mel_4 Total Spectral Count	NCI_3795Mel_5 Total Spectral Count	NCI_RA007_1 Total Spectral Count	NCI_RA007_2 Total Spectral Count	NCI_RA007_3 Total Spectral Count	NCI_RA007_4 Total Spectral Count	NCI_RA007_5 Total Spectral Count	PC9_epitope_1 Total Spectral Count	PC9_epitope_2 Total Spectral Count	PC9_epitope_4 Total Spectral Count	PC9_epitope_5 Total Spectral Count	H_1975_1 Intensity	H_1975_2 Intensity	H_1975_3 Intensity	NCI_3784Mel_1 Intensity	NCI_3784Mel_2 Intensity	NCI_3784Mel_3 Intensity	NCI_3784Mel_4 Intensity	NCI_3784Mel_5 Intensity	NCI_3795Mel_1 Intensity	NCI_3795Mel_2 Intensity	NCI_3795Mel_3 Intensity	NCI_3795Mel_4 Intensity	NCI_3795Mel_5 Intensity	NCI_RA007_1 Intensity	NCI_RA007_2 Intensity	NCI_RA007_3 Intensity	NCI_RA007_4 Intensity	NCI_RA007_5 Intensity	PC9_epitope_1 Intensity	PC9_epitope_2 Intensity	PC9_epitope_4 Intensity	PC9_epitope_5 Intensity	H_1975_1 MaxLFQ Intensity	H_1975_2 MaxLFQ Intensity	H_1975_3 MaxLFQ Intensity	NCI_3784Mel_1 MaxLFQ Intensity	NCI_3784Mel_2 MaxLFQ Intensity	NCI_3784Mel_3 MaxLFQ Intensity	NCI_3784Mel_4 MaxLFQ Intensity	NCI_3784Mel_5 MaxLFQ Intensity	NCI_3795Mel_1 MaxLFQ Intensity	NCI_3795Mel_2 MaxLFQ Intensity	NCI_3795Mel_3 MaxLFQ Intensity	NCI_3795Mel_4 MaxLFQ Intensity	NCI_3795Mel_5 MaxLFQ Intensity	NCI_RA007_1 MaxLFQ Intensity	NCI_RA007_2 MaxLFQ Intensity	NCI_RA007_3 MaxLFQ Intensity	NCI_RA007_4 MaxLFQ Intensity	NCI_RA007_5 MaxLFQ Intensity	PC9_epitope_1 MaxLFQ Intensity	PC9_epitope_2 MaxLFQ Intensity	PC9_epitope_4 MaxLFQ Intensity	PC9_epitope_5 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q5T6F0|DCA12_HUMAN	Q5T6F0	DCA12_HUMAN	DCAF12	453	Homo sapiens OX=9606	1:Experimental evidence at protein level	DDB1- and CUL4-associated factor 12	0.9338	0.9908	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	949526.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5T7M9|DIK1A_HUMAN	Q5T7M9	DIK1A_HUMAN	DIPK1A	428	Homo sapiens OX=9606	1:Experimental evidence at protein level	Divergent protein kinase domain 1A	0.9999	0.9987	1	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	2937664.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5T890|ER6L2_HUMAN	Q5T890	ER6L2_HUMAN	ERCC6L2	1561	Homo sapiens OX=9606	1:Experimental evidence at protein level	DNA excision repair protein ERCC-6-like 2	0.9704	0.996	1	3	3	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1669803.4	1711481.9	1929831.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5T8P6|RBM26_HUMAN	Q5T8P6	RBM26_HUMAN	RBM26	1007	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein 26	1.0	0.9904	2	2	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	1801922.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5T953|IER5L_HUMAN	Q5T953	IER5L_HUMAN	IER5L	404	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Immediate early response gene 5-like protein	1.0	0.994	2	6	6	6	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.121765E7	1.4977731E7	1.4164089E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2204695.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5TA31|RN187_HUMAN	Q5TA31	RN187_HUMAN	RNF187	235	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF187	0.9944	0.9964	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5324601.5	2438544.8	0.0	1875673.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5TAA0|TTC22_HUMAN	Q5TAA0	TTC22_HUMAN	TTC22	569	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Tetratricopeptide repeat protein 22	0.9998	0.9942	1	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1917558.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5TAQ9|DCAF8_HUMAN	Q5TAQ9	DCAF8_HUMAN	DCAF8	597	Homo sapiens OX=9606	1:Experimental evidence at protein level	DDB1- and CUL4-associated factor 8	1.0	0.9989	2	4	4	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0.0	1380909.8	1788520.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2476487.2	0.0	0.0	2185222.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5TAX3|TUT4_HUMAN	Q5TAX3	TUT4_HUMAN	TUT4	1644	Homo sapiens OX=9606	1:Experimental evidence at protein level	Terminal uridylyltransferase 4	0.9999	0.9968	2	7	7	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	1316937.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3066394.0	0.0	1933932.6	0.0	3743836.8	4384240.5	2322327.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5TBB1|RNH2B_HUMAN	Q5TBB1	RNH2B_HUMAN	RNASEH2B	312	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribonuclease H2 subunit B	1.0	0.9958	1	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	1691648.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5TC12|ATPF1_HUMAN	Q5TC12	ATPF1_HUMAN	ATPAF1	328	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP synthase mitochondrial F1 complex assembly factor 1	0.9905	0.9987	1	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1185774E7	5426031.0	4785561.0	4605323.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5TFE4|NT5D1_HUMAN	Q5TFE4	NT5D1_HUMAN	NT5DC1	455	Homo sapiens OX=9606	1:Experimental evidence at protein level	5'-nucleotidase domain-containing protein 1	1.0	0.9984	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2285586.8	1677137.1	5241739.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5TGZ0|MIC10_HUMAN	Q5TGZ0	MIC10_HUMAN	MICOS10	78	Homo sapiens OX=9606	1:Experimental evidence at protein level	MIC	0.9916	0.9989	1	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0732738E7	4431598.5	3543510.5	4061212.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5THJ4|VP13D_HUMAN	Q5THJ4	VP13D_HUMAN	VPS13D	4388	Homo sapiens OX=9606	1:Experimental evidence at protein level	Vacuolar protein sorting-associated protein 13D	1.0	0.9967	3	3	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0.0	637867.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	692089.44	0.0	0.0	0.0	1286322.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5THK1|PR14L_HUMAN	Q5THK1	PR14L_HUMAN	PRR14L	2151	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein PRR14L	1.0	0.996	2	6	6	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0.0	1087210.4	1701931.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4292291.5	3680236.0	3669103.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5U3C3|TM164_HUMAN	Q5U3C3	TM164_HUMAN	TMEM164	297	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Transmembrane protein 164	0.9874	0.9983	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	311274.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5U649|CL060_HUMAN	Q5U649	CL060_HUMAN	C12orf60	245	Homo sapiens OX=9606	1:Experimental evidence at protein level	Uncharacterized protein C12orf60	0.9631	0.995	1	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.431428E7	0.0	7211855.5	5539547.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5UCC4|EMC10_HUMAN	Q5UCC4	EMC10_HUMAN	EMC10	262	Homo sapiens OX=9606	1:Experimental evidence at protein level	ER membrane protein complex subunit 10	1.0	0.9972	3	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2016935.8	5927927.0	1565319.0	2231099.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2955502.5	0.0	1960219.9	
sp|Q5UIP0|RIF1_HUMAN	Q5UIP0	RIF1_HUMAN	RIF1	2472	Homo sapiens OX=9606	1:Experimental evidence at protein level	Telomere-associated protein RIF1	1.0	0.999	9	24	24	24	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	5	4	4	6	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	5	4	4	6	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	5	4	4	6	1.5553956E7	0.0	0.0	0.0	1049735.0	0.0	0.0	812122.44	0.0	0.0	0.0	0.0	1.972945E7	0.0	0.0	0.0	0.0	0.0	2.3679002E7	1.80214E7	1.1712912E7	1.5731274E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	253304.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9718758E7	8432243.0	6017189.5	8068866.5	
sp|Q5VSG8|MANEL_HUMAN	Q5VSG8	MANEL_HUMAN	MANEAL	457	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Glycoprotein endo-alpha-1,2-mannosidase-like protein	0.9993	0.9983	2	3	3	49	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	3	0	1	0	3	2	1	0	4	4	2	5	6	2	10	1946219.5	5486198.5	3258804.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VST6|AB17B_HUMAN	Q5VST6	AB17B_HUMAN	ABHD17B	288	Homo sapiens OX=9606	1:Experimental evidence at protein level	Alpha/beta hydrolase domain-containing protein 17B	0.9937	0.9983	2	8	3	8	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1.853239E7	2.0806628E7	1.568732E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7104372E7	0.0	0.0	5104509.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VT25|MRCKA_HUMAN	Q5VT25	MRCKA_HUMAN	CDC42BPA	1732	Homo sapiens OX=9606	1:Experimental evidence at protein level	Serine/threonine-protein kinase MRCK alpha	1.0	0.9988	2	9	9	9	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	2	1739660.2	3001587.5	2649539.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6706152.5	0.0	0.0	0.0	0.0	0.0	3674333.8	3039296.5	1099758.2	1807237.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VT52|RPRD2_HUMAN	Q5VT52	RPRD2_HUMAN	RPRD2	1461	Homo sapiens OX=9606	1:Experimental evidence at protein level	Regulation of nuclear pre-mRNA domain-containing protein 2	1.0	0.9985	2	8	8	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0.0	306096.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2019894.9	2348205.2	1603917.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VTE6|ANGE2_HUMAN	Q5VTE6	ANGE2_HUMAN	ANGEL2	544	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein angel homolog 2	0.9902	0.9947	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3177644.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VTR2|BRE1A_HUMAN	Q5VTR2	BRE1A_HUMAN	RNF20	975	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase BRE1A	1.0	0.999	2	5	5	5	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0.0	1844891.9	1694528.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3175508.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3803343.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VTY9|HHAT_HUMAN	Q5VTY9	HHAT_HUMAN	HHAT	493	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein-cysteine N-palmitoyltransferase HHAT	1.0	0.9964	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4387447.5	0.0	0.0	1629414.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5VUA4|ZN318_HUMAN	Q5VUA4	ZN318_HUMAN	ZNF318	2279	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein 318	0.9875	0.9928	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	375000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
